Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Furniture,Philadelphia,United States,SC-20770,Stewart Carmichael,0.3,2017-03-13 0:00,US-2017-114013,19134,FUR-CH-10004287,SAFCO Arco Folding Chair,-5.524,2,East,7415,Corporate,2017-03-15 0:00,Second Class,Pennsylvania,Chairs,USD386.68
Furniture,Philadelphia,United States,EB-13705,Ed Braxton,0.3,2015-12-15 0:00,CA-2015-129938,19140,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",-108.2662,7,East,7484,Corporate,2015-12-17 0:00,Second Class,Pennsylvania,Chairs,USD445.80
Furniture,Dover,United States,PM-19135,Peter McVee,0.3,2016-12-19 0:00,US-2016-134558,3820,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-105.3164,4,East,7489,Home Office,2016-12-24 0:00,Second Class,New Hampshire,Tables,USD1053.16
Furniture,Lancaster,United States,MD-17350,Maribeth Dona,0.3,2017-09-05 0:00,CA-2017-162383,43130,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",-1.2178,2,East,7524,Consumer,2017-09-11 0:00,Standard Class,Ohio,Chairs,USD85.24
Furniture,Lancaster,United States,BD-11605,Brian Dahlen,0.3,2017-12-30 0:00,CA-2017-105746,17602,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0,1,East,7562,Consumer,2018-01-01 0:00,First Class,Pennsylvania,Chairs,USD170.78
Furniture,Philadelphia,United States,DB-13210,Dean Braden,0.3,2017-09-05 0:00,CA-2017-158778,19134,FUR-CH-10001146,"Global Task Chair, Black",-19.3382,2,East,7592,Consumer,2017-09-09 0:00,Standard Class,Pennsylvania,Chairs,USD71.24
Furniture,Philadelphia,United States,DB-13210,Dean Braden,0.3,2017-09-05 0:00,CA-2017-158778,19134,FUR-CH-10000309,Global Comet Stacking Arm Chair,-63.3765,3,East,7594,Consumer,2017-09-09 0:00,Standard Class,Pennsylvania,Chairs,USD887.27
Furniture,Everett,United States,MA-17560,Matt Abelman,0.3,2016-11-27 0:00,CA-2016-130974,2149,FUR-TA-10004619,Hon Non-Folding Utility Tables,0,4,East,7675,Home Office,2016-11-29 0:00,Second Class,Massachusetts,Tables,USD446.06
Furniture,Lawrence,United States,BF-11170,Ben Ferrer,0.3,2018-12-14 0:00,CA-2018-151799,1841,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-52.6582,2,East,7702,Home Office,2018-12-18 0:00,Standard Class,Massachusetts,Tables,USD526.58
Furniture,Clinton,United States,DK-13090,Dave Kipp,0.3,2017-02-14 0:00,CA-2017-134334,20735,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,-47.1798,3,East,7813,Consumer,2017-02-15 0:00,First Class,Maryland,Tables,USD550.43
Furniture,Philadelphia,United States,PO-19195,Phillina Ober,0.3,2016-11-20 0:00,CA-2016-110891,19140,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",-93.4724,4,East,7917,Home Office,2016-11-24 0:00,Standard Class,Pennsylvania,Chairs,USD344.37
Furniture,Philadelphia,United States,EG-13900,Emily Grady,0.3,2018-12-08 0:00,US-2018-167570,19140,FUR-CH-10003396,Global Deluxe Steno Chair,-58.5048,4,East,8109,Consumer,2018-12-15 0:00,Standard Class,Pennsylvania,Chairs,USD215.54
Furniture,Baltimore,United States,MS-17830,Melanie Seite,0.3,2017-10-04 0:00,CA-2017-131296,21215,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",-23.9372,2,East,8157,Consumer,2017-10-09 0:00,Standard Class,Maryland,Tables,USD239.37
Furniture,Franklin,United States,EJ-14155,Eva Jacobs,0.3,2017-12-01 0:00,CA-2017-142594,2038,FUR-TA-10001095,Chromcraft Round Conference Tables,-47.0583,3,East,8396,Consumer,2017-12-06 0:00,Second Class,Massachusetts,Tables,USD366.00
Furniture,Springfield,United States,SR-20425,Sharelle Roach,0.3,2018-11-02 0:00,CA-2018-120061,45503,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,-35.5136,2,East,8399,Home Office,2018-11-07 0:00,Second Class,Ohio,Chairs,USD155.37
Furniture,Cranston,United States,AH-10075,Adam Hart,0.3,2018-10-23 0:00,CA-2018-125451,2920,FUR-TA-10001039,KI Adjustable-Height Table,-13.7568,4,East,8446,Corporate,2018-10-24 0:00,First Class,Rhode Island,Tables,USD240.74
Furniture,Cranston,United States,AH-10075,Adam Hart,0.3,2018-10-23 0:00,CA-2018-125451,2920,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-127.5792,3,East,8449,Corporate,2018-10-24 0:00,First Class,Rhode Island,Tables,USD637.89
Furniture,Philadelphia,United States,HR-14830,Harold Ryan,0.3,2016-12-22 0:00,CA-2016-157287,19140,FUR-CH-10001270,Harbour Creations Steel Folding Chair,0,7,East,8543,Corporate,2016-12-23 0:00,First Class,Pennsylvania,Chairs,USD422.62
Furniture,Philadelphia,United States,JP-16135,Julie Prescott,0.3,2017-11-03 0:00,CA-2017-134180,19120,FUR-CH-10004886,Bevis Steel Folding Chairs,-13.433,7,East,8968,Home Office,2017-11-07 0:00,Standard Class,Pennsylvania,Chairs,USD470.15
Furniture,Philadelphia,United States,MH-18115,Mick Hernandez,0.3,2018-05-13 0:00,CA-2018-137785,19140,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,-124.431,5,East,9000,Home Office,2018-05-17 0:00,Standard Class,Pennsylvania,Chairs,USD458.43
Furniture,Philadelphia,United States,NS-18505,Neola Schneider,0.3,2018-01-19 0:00,CA-2018-153045,19140,FUR-CH-10000309,Global Comet Stacking Arm Chair,-63.3765,3,East,9118,Consumer,2018-01-24 0:00,Second Class,Pennsylvania,Chairs,USD887.27
Furniture,Philadelphia,United States,SC-20305,Sean Christensen,0.3,2018-12-01 0:00,CA-2018-122539,19140,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,-28.498,2,East,9280,Consumer,2018-12-05 0:00,Standard Class,Pennsylvania,Chairs,USD398.97
Furniture,Philadelphia,United States,TB-21625,Trudy Brown,0.3,2018-11-30 0:00,US-2018-165456,19134,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-15.4188,6,East,9289,Consumer,2018-12-03 0:00,First Class,Pennsylvania,Chairs,USD1079.31
Furniture,Troy,United States,CK-12325,Christine Kargatis,0.3,2018-02-17 0:00,CA-2018-109085,45373,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-12.849,5,East,9348,Home Office,2018-02-20 0:00,First Class,Ohio,Chairs,USD899.42
Furniture,Columbus,United States,VP-21760,Victoria Pisteka,0.3,2016-05-29 0:00,CA-2016-111339,43229,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,-86.0586,3,East,9372,Corporate,2016-05-31 0:00,First Class,Ohio,Chairs,USD317.05
Furniture,Wheeling,United States,NF-18385,Natalie Fritzler,0.3,2018-10-12 0:00,CA-2018-130505,26003,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-76.9536,3,East,9487,Consumer,2018-10-12 0:00,Same Day,West Virginia,Tables,USD673.34
Furniture,Philadelphia,United States,TB-21520,Tracy Blumstein,0.2,2016-09-17 0:00,US-2016-150630,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",15.525,3,East,30,Consumer,2016-09-21 0:00,Standard Class,Pennsylvania,Furnishings,USD124.2
Office Supplies,Philadelphia,United States,TB-21520,Tracy Blumstein,0.2,2016-09-17 0:00,US-2016-150630,19140,OFF-EN-10001509,Poly String Tie Envelopes,1.1016,2,East,31,Consumer,2016-09-21 0:00,Standard Class,Pennsylvania,Envelopes,USD3.26
Office Supplies,Philadelphia,United States,TB-21520,Tracy Blumstein,0.2,2016-09-17 0:00,US-2016-150630,19140,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",9.7092,6,East,32,Consumer,2016-09-21 0:00,Standard Class,Pennsylvania,Art,USD86.30
Office Supplies,Philadelphia,United States,TB-21520,Tracy Blumstein,0.2,2016-09-17 0:00,US-2016-150630,19140,OFF-AR-10001683,Lumber Crayons,3.546,2,East,34,Consumer,2016-09-21 0:00,Standard Class,Pennsylvania,Art,USD15.76
Office Supplies,Troy,United States,TB-21055,Ted Butterfield,0.2,2017-06-17 0:00,CA-2017-111682,12180,OFF-BI-10001460,Plastic Binding Combs,16.362,4,East,61,Consumer,2017-06-18 0:00,First Class,New York,Binders,USD48.47
Office Supplies,New York City,United States,HM-14980,Henry MacAllister,0.2,2017-09-18 0:00,CA-2017-106075,10009,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,1.731,1,East,71,Consumer,2017-09-23 0:00,Standard Class,New York,Binders,USD4.61
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,2015-08-25 0:00,CA-2015-115259,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",14.5348,14,East,114,Consumer,2015-08-27 0:00,Second Class,Ohio,Fasteners,USD40.09
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,2015-08-25 0:00,CA-2015-115259,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",1.652,2,East,115,Consumer,2015-08-27 0:00,Second Class,Ohio,Envelopes,USD4.71
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,2015-08-25 0:00,CA-2015-115259,43229,OFF-PA-10004965,Xerox 1921,7.4925,3,East,116,Consumer,2015-08-27 0:00,Second Class,Ohio,Paper,USD23.97
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,0.2,2015-08-25 0:00,CA-2015-115259,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",44.0316,6,East,117,Consumer,2015-08-27 0:00,Second Class,Ohio,Envelopes,USD130.46
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,0.2,2018-02-02 0:00,US-2018-164147,43229,OFF-PA-10002377,Xerox 1916,29.364,2,East,132,Corporate,2018-02-05 0:00,First Class,Ohio,Paper,USD78.30
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,0.2,2018-02-02 0:00,US-2018-164147,43229,OFF-FA-10002780,Staples,6.9732,9,East,133,Corporate,2018-02-05 0:00,First Class,Ohio,Fasteners,USD21.45
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,0.2,2017-09-05 0:00,CA-2017-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10.35,2,East,141,Corporate,2017-09-07 0:00,Second Class,Pennsylvania,Furnishings,USD82.79
Furniture,Newark,United States,MG-17680,Maureen Gastineau,0.2,2015-10-22 0:00,CA-2015-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",12.9096,4,East,147,Home Office,2015-10-28 0:00,Standard Class,Ohio,Furnishings,USD93.88
Technology,Philadelphia,United States,EM-13960,Eric Murdock,0.2,2016-12-28 0:00,CA-2016-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,1.3596,2,East,162,Consumer,2016-12-31 0:00,Second Class,Pennsylvania,Accessories,USD54.38
Office Supplies,Newark,United States,JE-15745,Joel Eaton,0.2,2016-11-21 0:00,US-2016-101511,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,-3.7715,5,East,179,Consumer,2016-11-23 0:00,Second Class,Ohio,Supplies,USD15.88
Furniture,New York City,United States,MP-17470,Mark Packer,0.2,2016-10-12 0:00,CA-2016-102281,10035,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",112.392,4,East,190,Home Office,2016-10-14 0:00,First Class,New York,Bookcases,USD899.13
Furniture,New York City,United States,MP-17470,Mark Packer,0.2,2016-10-12 0:00,CA-2016-102281,10035,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",46.9764,3,East,193,Home Office,2016-10-14 0:00,First Class,New York,Bookcases,USD626.35
Office Supplies,Hamilton,United States,CB-12025,Cassandra Brandow,0.2,2015-03-21 0:00,CA-2015-140004,45011,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1.2038,2,East,196,Consumer,2015-03-25 0:00,Standard Class,Ohio,Art,USD7.40
Office Supplies,Hamilton,United States,CB-12025,Cassandra Brandow,0.2,2015-03-21 0:00,CA-2015-140004,45011,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.5876,3,East,197,Consumer,2015-03-25 0:00,Standard Class,Ohio,Art,USD6.04
Office Supplies,Philadelphia,United States,FH-14365,Fred Hopkins,0.2,2018-07-06 0:00,US-2018-124303,19120,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",5.8203,3,East,200,Corporate,2018-07-13 0:00,Standard Class,Pennsylvania,Paper,USD16.05
Office Supplies,Akron,United States,MB-17305,Maria Bertelson,0.2,2018-06-24 0:00,CA-2018-105074,44312,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,6.795,3,East,201,Consumer,2018-06-29 0:00,Standard Class,Ohio,Paper,USD21.74
Office Supplies,Medina,United States,VW-21775,Victoria Wilson,0.2,2016-01-02 0:00,CA-2016-146262,44256,OFF-LA-10004544,Avery 505,8.88,2,East,213,Corporate,2016-01-09 0:00,Standard Class,Ohio,Labels,USD23.68
Technology,Medina,United States,VW-21775,Victoria Wilson,0.2,2016-01-02 0:00,CA-2016-146262,44256,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,4.4792,2,East,217,Corporate,2016-01-09 0:00,Standard Class,Ohio,Accessories,USD89.58
Office Supplies,Dublin,United States,JB-15925,Joni Blumstein,0.2,2016-12-24 0:00,CA-2016-169397,43017,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,1.8148,2,East,220,Consumer,2016-12-27 0:00,First Class,Ohio,Fasteners,USD5.58
Office Supplies,Dublin,United States,JB-15925,Joni Blumstein,0.2,2016-12-24 0:00,CA-2016-169397,43017,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",8.2302,6,East,221,Consumer,2016-12-27 0:00,First Class,Ohio,Paper,USD22.70
Furniture,Dublin,United States,JB-15925,Joni Blumstein,0.2,2016-12-24 0:00,CA-2016-169397,43017,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",19.0848,4,East,223,Consumer,2016-12-27 0:00,First Class,Ohio,Furnishings,USD72.70
Office Supplies,Dublin,United States,JB-15925,Joni Blumstein,0.2,2016-12-24 0:00,CA-2016-169397,43017,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2.7168,2,East,225,Consumer,2016-12-27 0:00,First Class,Ohio,Art,USD27.16
Office Supplies,New York City,United States,CC-12670,Craig Carreira,0.2,2018-12-01 0:00,CA-2018-163139,10009,OFF-BI-10003460,Acco 3-Hole Punch,6.132,5,East,261,Consumer,2018-12-03 0:00,Second Class,New York,Binders,USD17.52
Office Supplies,Cincinnati,United States,CA-12310,Christine Abelman,0.2,2018-12-09 0:00,US-2018-145366,45231,OFF-ST-10004180,Safco Commercial Shelving,-7.4416,1,East,269,Corporate,2018-12-13 0:00,Standard Class,Ohio,Storage,USD37.20
Office Supplies,Cincinnati,United States,CA-12310,Christine Abelman,0.2,2018-12-09 0:00,US-2018-145366,45231,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",21.591,3,East,270,Corporate,2018-12-13 0:00,Standard Class,Ohio,Envelopes,USD57.57
Office Supplies,Philadelphia,United States,AG-10495,Andrew Gjertsen,0.2,2018-10-13 0:00,CA-2018-132976,19140,OFF-PA-10000673,"Post-it ""Important Message"" Note Pad, Neon Colors, 50 Sheets/Pad",4.0768,2,East,277,Corporate,2018-10-17 0:00,Standard Class,Pennsylvania,Paper,USD11.64
Office Supplies,Philadelphia,United States,AG-10495,Andrew Gjertsen,0.2,2018-10-13 0:00,CA-2018-132976,19140,OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",5.9072,4,East,278,Corporate,2018-10-17 0:00,Standard Class,Pennsylvania,Paper,USD18.17
Office Supplies,Philadelphia,United States,AG-10495,Andrew Gjertsen,0.2,2018-10-13 0:00,CA-2018-132976,19140,OFF-ST-10000876,Eldon Simplefile Box Office,5.9712,6,East,279,Corporate,2018-10-17 0:00,Standard Class,Pennsylvania,Storage,USD59.71
Office Supplies,Philadelphia,United States,AG-10495,Andrew Gjertsen,0.2,2018-10-13 0:00,CA-2018-132976,19140,OFF-LA-10002043,Avery 489,8.694,3,East,280,Corporate,2018-10-17 0:00,Standard Class,Pennsylvania,Labels,USD24.84
Office Supplies,Columbus,United States,NZ-18565,Nick Zandusky,0.2,2017-11-20 0:00,CA-2017-110772,43229,OFF-FA-10002983,Advantus SlideClip Paper Clips,6.6836,7,East,290,Home Office,2017-11-24 0:00,Second Class,Ohio,Fasteners,USD19.09
Office Supplies,Columbus,United States,NZ-18565,Nick Zandusky,0.2,2017-11-20 0:00,CA-2017-110772,43229,OFF-LA-10004689,Avery 512,6.2424,8,East,291,Home Office,2017-11-24 0:00,Second Class,Ohio,Labels,USD18.49
Technology,Columbus,United States,NZ-18565,Nick Zandusky,0.2,2017-11-20 0:00,CA-2017-110772,43229,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,54.3966,2,East,292,Home Office,2017-11-24 0:00,Second Class,Ohio,Accessories,USD255.98
Office Supplies,Philadelphia,United States,SP-20860,Sung Pak,0.2,2015-12-28 0:00,CA-2015-164259,19143,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",8.6744,4,East,317,Corporate,2015-12-30 0:00,First Class,Pennsylvania,Art,USD99.13
Office Supplies,Philadelphia,United States,PO-18850,Patrick O'Brill,0.2,2017-08-30 0:00,US-2017-141544,19143,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",3.389,2,East,328,Consumer,2017-09-01 0:00,First Class,Pennsylvania,Storage,USD54.22
Office Supplies,Philadelphia,United States,PO-18850,Patrick O'Brill,0.2,2017-08-30 0:00,US-2017-141544,19143,OFF-LA-10001074,Round Specialty Laser Printer Labels,33.831,10,East,330,Consumer,2017-09-01 0:00,First Class,Pennsylvania,Labels,USD100.23
Office Supplies,Philadelphia,United States,JD-15895,Jonathan Doherty,0.2,2015-04-13 0:00,CA-2015-122336,19140,OFF-AR-10000122,Newell 314,1.116,4,East,341,Corporate,2015-04-17 0:00,Second Class,Pennsylvania,Art,USD17.85
Office Supplies,Philadelphia,United States,JD-15895,Jonathan Doherty,0.2,2015-04-13 0:00,CA-2015-122336,19140,OFF-FA-10002780,Staples,10.0724,13,East,343,Corporate,2015-04-17 0:00,Second Class,Pennsylvania,Fasteners,USD30.99
Office Supplies,New York City,United States,AB-10060,Adam Bellavance,0.2,2017-09-01 0:00,CA-2017-129714,10009,OFF-BI-10002160,Acco Hanging Data Binders,1.0668,1,East,352,Home Office,2017-09-03 0:00,First Class,New York,Binders,USD3.04
Office Supplies,New York City,United States,AB-10060,Adam Bellavance,0.2,2017-09-01 0:00,CA-2017-129714,10009,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,1415.4296,4,East,354,Home Office,2017-09-03 0:00,First Class,New York,Binders,USD4355.16
Furniture,New York City,United States,JL-15505,Jeremy Lonsdale,0.2,2017-04-08 0:00,CA-2017-138520,10035,FUR-BO-10002268,Sauder Barrister Bookcases,-4.8588,6,East,355,Consumer,2017-04-13 0:00,Standard Class,New York,Bookcases,USD388.70
Furniture,Philadelphia,United States,DK-13225,Dean Katz,0.2,2016-12-03 0:00,CA-2016-122756,19140,FUR-FU-10001935,3M Hangers With Command Adhesive,0.777,1,East,388,Corporate,2016-12-07 0:00,Standard Class,Pennsylvania,Furnishings,USD2.96
Office Supplies,Cincinnati,United States,NG-18430,Nathan Gelder,0.2,2015-11-24 0:00,CA-2015-115973,45231,OFF-AR-10004757,Crayola Colored Pencils,0.4264,1,East,389,Consumer,2015-11-26 0:00,First Class,Ohio,Art,USD2.62
Office Supplies,New York City,United States,MV-18190,Mike Vittorini,0.2,2018-12-11 0:00,CA-2018-101798,10009,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",7.884,4,East,390,Consumer,2018-12-15 0:00,Standard Class,New York,Binders,USD23.35
Office Supplies,Akron,United States,EB-13705,Ed Braxton,0.2,2018-10-20 0:00,CA-2018-147277,44312,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,66.5408,2,East,455,Corporate,2018-10-24 0:00,Standard Class,Ohio,Storage,USD665.40
Office Supplies,New York City,United States,EB-13705,Ed Braxton,0.2,2018-11-12 0:00,CA-2018-134978,10024,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",5.373,5,East,506,Corporate,2018-11-15 0:00,Second Class,New York,Binders,USD15.92
Office Supplies,Newark,United States,LF-17185,Luke Foster,0.2,2017-10-20 0:00,CA-2017-106341,43055,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0.7152,3,East,513,Consumer,2017-10-23 0:00,First Class,Ohio,Art,USD7.15
Office Supplies,Philadelphia,United States,MG-18145,Mike Gockenbach,0.2,2016-09-03 0:00,US-2016-138303,19134,OFF-ST-10004963,Eldon Gobal File Keepers,-7.2672,3,East,529,Consumer,2016-09-07 0:00,Standard Class,Pennsylvania,Storage,USD36.33
Office Supplies,Philadelphia,United States,MG-18145,Mike Gockenbach,0.2,2016-09-03 0:00,US-2016-138303,19134,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,-149.9058,1,East,530,Consumer,2016-09-07 0:00,Standard Class,Pennsylvania,Supplies,USD666.24
Office Supplies,Philadelphia,United States,MG-18145,Mike Gockenbach,0.2,2016-09-03 0:00,US-2016-138303,19134,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",19.692,6,East,531,Consumer,2016-09-07 0:00,Standard Class,Pennsylvania,Envelopes,USD52.51
Office Supplies,New York City,United States,MP-17470,Mark Packer,0.2,2016-12-03 0:00,CA-2016-147851,10009,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,3.36,4,East,538,Home Office,2016-12-08 0:00,Standard Class,New York,Binders,USD10.75
Office Supplies,Springfield,United States,LM-17065,Liz MacKendrick,0.2,2016-12-18 0:00,US-2016-120161,45503,OFF-ST-10001809,Fellowes Officeware Wire Shelving,-145.5246,9,East,543,Consumer,2016-12-23 0:00,Standard Class,Ohio,Storage,USD646.77
